Series ID,Year,Period,Label,Value,3-Month % Change
APU0000708111,2000,M11,2000 Nov,0.902,1.0
APU0000708111,2000,M12,2000 Dec,0.959,4.2
APU0000708111,2001,M01,2001 Jan,1.011,9.5
APU0000708111,2001,M02,2001 Feb,0.943,4.5
APU0000708111,2001,M03,2001 Mar,0.886,-7.6
APU0000708111,2001,M04,2001 Apr,1.028,1.7
APU0000708111,2001,M05,2001 May,0.881,-6.6
APU0000708111,2001,M06,2001 Jun,0.920,3.8
APU0000708111,2001,M07,2001 Jul,0.862,-16.1
APU0000708111,2001,M08,2001 Aug,0.929,5.4
APU0000708111,2001,M09,2001 Sep,0.916,-0.4
APU0000708111,2001,M10,2001 Oct,0.916,6.3
APU0000708111,2001,M11,2001 Nov,0.935,0.6
APU0000708111,2001,M12,2001 Dec,0.925,1.0
APU0000708111,2002,M01,2002 Jan,0.973,6.2
APU0000708111,2002,M02,2002 Feb,0.996,6.5
APU0000708111,2002,M03,2002 Mar,1.003,8.4
APU0000708111,2002,M04,2002 Apr,1.047,7.6
APU0000708111,2002,M05,2002 May,0.997,0.1
APU0000708111,2002,M06,2002 Jun,0.975,-2.8
APU0000708111,2002,M07,2002 Jul,0.990,-5.4
APU0000708111,2002,M08,2002 Aug,1.053,5.6
APU0000708111,2002,M09,2002 Sep,1.055,8.2
APU0000708111,2002,M10,2002 Oct,1.039,4.9
APU0000708111,2002,M11,2002 Nov,1.080,2.6
APU0000708111,2002,M12,2002 Dec,1.176,11.5
APU0000708111,2003,M01,2003 Jan,1.175,13.1
APU0000708111,2003,M02,2003 Feb,1.189,10.1
APU0000708111,2003,M03,2003 Mar,1.209,2.8
APU0000708111,2003,M04,2003 Apr,1.131,-3.7
APU0000708111,2003,M05,2003 May,1.009,-15.1
APU0000708111,2003,M06,2003 Jun,1.199,-0.8
APU0000708111,2003,M07,2003 Jul,1.150,1.7
APU0000708111,2003,M08,2003 Aug,1.277,26.6
APU0000708111,2003,M09,2003 Sep,1.257,4.8
APU0000708111,2003,M10,2003 Oct,1.330,15.7
APU0000708111,2003,M11,2003 Nov,1.448,13.4
APU0000708111,2003,M12,2003 Dec,1.559,24.0
APU0000708111,2004,M01,2004 Jan,1.573,18.3
APU0000708111,2004,M02,2004 Feb,1.583,9.3
APU0000708111,2004,M03,2004 Mar,1.625,4.2
APU0000708111,2004,M04,2004 Apr,1.562,-0.7
APU0000708111,2004,M05,2004 May,1.372,-13.3
APU0000708111,2004,M06,2004 Jun,1.311,-19.3
APU0000708111,2004,M07,2004 Jul,1.253,-19.8
APU0000708111,2004,M08,2004 Aug,1.277,-6.9
APU0000708111,2004,M09,2004 Sep,1.145,-12.7
APU0000708111,2004,M10,2004 Oct,1.089,-13.1
APU0000708111,2004,M11,2004 Nov,1.085,-15.0
APU0000708111,2004,M12,2004 Dec,1.199,4.7
APU0000708111,2005,M01,2005 Jan,1.211,11.2
APU0000708111,2005,M02,2005 Feb,1.284,18.3
APU0000708111,2005,M03,2005 Mar,1.132,-5.6
APU0000708111,2005,M04,2005 Apr,1.164,-3.9
APU0000708111,2005,M05,2005 May,1.185,-7.7
APU0000708111,2005,M06,2005 Jun,1.139,0.6
APU0000708111,2005,M07,2005 Jul,1.165,0.1
APU0000708111,2005,M08,2005 Aug,1.166,-1.6
APU0000708111,2005,M09,2005 Sep,1.279,12.3
APU0000708111,2005,M10,2005 Oct,1.264,8.5
APU0000708111,2005,M11,2005 Nov,1.279,9.7
APU0000708111,2005,M12,2005 Dec,1.350,5.6
APU0000708111,2006,M01,2006 Jan,1.449,14.6
APU0000708111,2006,M02,2006 Feb,1.328,3.8
APU0000708111,2006,M03,2006 Mar,1.302,-3.6
APU0000708111,2006,M04,2006 Apr,1.283,-11.5
APU0000708111,2006,M05,2006 May,1.206,-9.2
APU0000708111,2006,M06,2006 Jun,1.242,-4.6
APU0000708111,2006,M07,2006 Jul,1.213,-5.5
APU0000708111,2006,M08,2006 Aug,1.244,3.2
APU0000708111,2006,M09,2006 Sep,1.254,1.0
APU0000708111,2006,M10,2006 Oct,1.257,3.6
APU0000708111,2006,M11,2006 Nov,1.354,8.8
APU0000708111,2006,M12,2006 Dec,1.543,23.0
APU0000708111,2007,M01,2007 Jan,1.549,23.2
APU0000708111,2007,M02,2007 Feb,1.746,29.0
APU0000708111,2007,M03,2007 Mar,1.634,5.9
APU0000708111,2007,M04,2007 Apr,1.616,4.3
APU0000708111,2007,M05,2007 May,1.504,-13.9
APU0000708111,2007,M06,2007 Jun,1.373,-16.0
APU0000708111,2007,M07,2007 Jul,1.502,-7.1
APU0000708111,2007,M08,2007 Aug,1.634,8.6
APU0000708111,2007,M09,2007 Sep,1.825,32.9
APU0000708111,2007,M10,2007 Oct,1.771,17.9
APU0000708111,2007,M11,2007 Nov,1.862,14.0
APU0000708111,2007,M12,2007 Dec,2.099,15.0
APU0000708111,2008,M01,2008 Jan,2.175,22.8
APU0000708111,2008,M02,2008 Feb,2.168,16.4
APU0000708111,2008,M03,2008 Mar,2.203,5.0
APU0000708111,2008,M04,2008 Apr,2.069,-4.9
APU0000708111,2008,M05,2008 May,1.930,-11.0
APU0000708111,2008,M06,2008 Jun,1.920,-12.8
APU0000708111,2008,M07,2008 Jul,2.011,-2.8
APU0000708111,2008,M08,2008 Aug,1.854,-3.9
APU0000708111,2008,M09,2008 Sep,1.978,3.0
APU0000708111,2008,M10,2008 Oct,1.858,-7.6
APU0000708111,2008,M11,2008 Nov,1.838,-0.9
APU0000708111,2008,M12,2008 Dec,1.834,-7.3
APU0000708111,2009,M01,2009 Jan,1.850,-0.4
APU0000708111,2009,M02,2009 Feb,1.795,-2.3
APU0000708111,2009,M03,2009 Mar,1.693,-7.7
APU0000708111,2009,M04,2009 Apr,1.774,-4.1
APU0000708111,2009,M05,2009 May,1.501,-16.4
APU0000708111,2009,M06,2009 Jun,1.529,-9.7
APU0000708111,2009,M07,2009 Jul,1.495,-15.7
APU0000708111,2009,M08,2009 Aug,1.632,8.7
APU0000708111,2009,M09,2009 Sep,1.627,6.4
